serialanon,fpLILEEflg,AHCIncomeEQ_LILEE,fpfullinc,fuelexpn,FuelCosteqFactor,EqAHCincDeciles_LILEE,elecmop,gasmop,aagph1819,FPGAP_LILEE_UNEQ,fpvuln,fpLILEEqdt,FPEERband,FPEERrating,DWtype,DWage,Ongas,CentralHeating,Mainfueltype,boiler,WallType,tenure4x,Loftins,EPC,SAP12,hhcompx,Ageyng,Ageold,Hhsize,ethhrp2x,Hhsick,Unoc,emphrp3x,ECO_AW,FloorArea,gorehs,HTHG,WHDBroad,FPGAP_LILEE,HousingCosts,fpbasinc,wathcost,spahcost,litecost,cookcost,fpflgb,fpflgf,FullincDeciles
18190000045,0,17387,17387,1140.19,1,4,2,2,2957,0,1,4,2,60.1,4,5,1,1,1,5,1,1,2,2,60.11,2,7,6,2,1,2,0,3,3,1,4,0,1,0,0,18687,118.69,544.79,431.99,44.72,0,0,3
18190000061,0,42816,57216,1635.19,1,9,1,1,2701,0,1,4,2,60.55,4,3,1,1,1,4,1,1,3,2,60.55,2,6,5,2,1,1,1,3,3,5,6,0,0,0,14400,59401,114.3,812.53,666.8,41.56,0,0,9
18190000161,0,51848.33333,78418,1808.14,1.07,10,1,88,1327,0,0,4,3,52.88,3,2,0,1,3,1,2,1,3,3,52.88,3,2,3,3,1,2,0,1,3,4,9,0,0,0,16200,80036,263.34,846.29,630.36,68.15,0,0,10
18190000165,1,10536,10536,1439.17,1,2,3,3,5350,264.2957193,1,1,2,57.15,1,5,1,1,1,5,1,1,2,2,57.15,2,5,5,2,1,1,0,3,3,3,10,1,1,264.2957193,0,11411,59.19,748.54,589,42.44,1,1,1
18190000181,0,22499,30507,689.93,1,5,3,3,574,0,1,3,1,72.64,6,5,1,1,1,5,2,4,1,1,72.64,1,5,4,2,1,1,0,1,4,1,10,0,0,0,3796,31483,104.45,188.58,354.46,42.44,0,0,6
18190000199,0,100000,100000,2668.6,1,10,1,88,4530,0,0,4,2,55.54,4,2,0,1,2,-9,2,1,3,2,55.54,1,5,3,2,1,2,1,1,3,5,5,0,0,0,0,100000,318.91,1577.5,715.23,56.96,0,0,10
18190000204,0,46817.24138,27154,1529.83,0.82,9,1,1,2622,0,0,4,3,48.63,2,1,1,1,1,1,4,1,3,3,48.63,7,6,5,1,1,2,1,1,3,5,1,0,0,0,0,28390,165.4,880.89,448.2,35.34,0,0,5
18190000244,0,6544.827586,7446,606.44,0.82,1,3,3,1301,0,1,2,1,77.88,5,6,1,1,1,5,1,4,1,1,77.88,6,5,4,1,1,1,0,2,2,1,5,0,1,0,3650,3796,82.59,195.36,295.08,33.41,1,0,1
18190000259,0,25946.25,52314,1378.36,1.32,6,1,1,1976,0,1,3,1,78.39,4,9,1,1,1,5,1,1,3,1,78.39,3,1,3,5,1,2,0,1,3,5,1,0,0,0,10800,54077,171.15,356.26,791.87,59.08,0,0,9
18190000342,0,22480.76923,23535,1092.91,1,5,1,1,482,0,0,4,2,68.1,5,5,1,1,1,4,2,3,3,2,68.1,4,3,3,2,2,2,0,1,4,3,9,0,0,0,6000,24789,96.84,399.34,553.91,42.82,0,0,4
18190000362,1,13954,22114,1068.19,1,3,1,1,1890,32.58662708,1,1,2,66.99,1,5,1,1,1,5,3,4,3,2,66.99,2,7,6,2,1,1,0,3,4,2,10,0,0,32.58662708,8160,23520,115.73,435.13,473.3,44.03,0,0,4
18190000383,1,6400,15432,1453.64,1.07,1,3,88,1290,245.3479739,0,1,2,55.31,1,9,0,2,2,-9,2,4,3,2,55.31,3,3,4,3,1,1,0,1,2,3,8,0,0,229.2971719,6344,16159,246.91,647.1,500.56,59.07,0,0,2
18190000384,0,22226.63043,45457,1669.12,1.21,5,2,1,2712,0,1,4,2,68.26,2,4,1,1,1,3,1,1,3,2,68.25,2,5,5,4,1,2,0,1,3,4,1,0,0,0,4560,46632,175.74,644.47,792.63,56.28,0,0,8
18190000420,0,32653.25203,87347,1610.1,1.32,8,1,1,1227,0,1,4,2,62.96,1,5,1,1,1,5,4,4,2,2,62.96,5,1,4,5,2,2,0,1,4,3,8,0,0,0,7020,88630,221.28,567.12,754.32,67.38,0,0,10
18190000452,0,71233.80282,100000,2544.69,1.07,10,1,1,1824,0,0,4,2,66.96,4,8,1,1,1,1,2,1,3,2,66.97,2,5,5,3,2,2,1,1,3,5,9,0,0,0,0,100000,161.35,1382,952.36,48.98,0,0,10
18190000459,0,8325.76924,20768,1094.71,1.21,1,3,3,1199,0,0,2,1,74.61,5,5,1,1,1,5,4,3,2,1,74.61,1,4,3,4,1,2,0,1,4,3,8,0,0,0,5448.584598,21810,160.31,280.99,603.02,50.39,0,0,4
18190000489,0,26496,26496,2155.73,1,7,1,1,1325,0,1,4,3,47.35,1,2,0,1,3,5,4,1,3,3,47.35,2,6,5,2,1,2,1,3,3,5,4,0,0,0,0,28140,246.94,1197.23,653.81,57.75,0,0,5
18190000497,0,8904.423077,18874,1216.29,1.32,1,1,1,602,0,0,2,1,73.19,2,6,1,1,1,5,1,4,3,1,73.19,3,2,3,5,1,2,0,1,4,3,2,0,0,0,4626.923077,19995,165.37,331.09,659.71,60.12,0,0,3
18190000500,0,12463.39869,38138,2569.14,1.32,2,2,2,2956,0,1,2,1,73.49,3,5,1,1,1,5,3,1,3,1,73.49,3,1,3,5,2,1,0,1,3,5,8,1,0,0,0,39259,141.16,752.91,1583.71,91.36,0,0,7
18190000531,0,9324.137931,11440,755.84,0.82,2,3,3,2169,0,0,2,1,72.07,5,5,1,1,1,5,4,3,1,1,72.07,6,5,3,1,1,2,0,2,4,2,8,0,1,0,6032,5720,81.97,316.93,323.43,33.51,1,0,1
18190000608,0,49231.03448,35754,747.31,0.82,10,2,2,548,0,0,3,1,78.8,5,9,1,1,1,5,1,2,1,1,78.8,6,5,2,1,1,2,0,1,3,2,5,0,0,0,7200,36876,91.01,243.28,375.29,37.73,0,0,7
18190000754,0,21270.68966,20737,1140.56,0.82,5,1,88,1587,0,0,4,3,45.97,1,9,0,3,2,-9,1,2,3,3,45.97,6,5,4,1,1,2,0,1,3,1,9,0,0,0,8400,21727,266.86,539.33,283.26,51.11,0,0,4
18190000846,0,28193.82716,56114,1727.22,1.21,7,1,1,2063,0,0,4,2,62.63,4,9,1,1,1,1,1,1,3,2,62.62,3,3,4,4,1,2,0,1,3,5,10,0,0,0,10440,58500,247.14,649.64,773.75,56.69,0,0,9
18190000849,0,90010,98002,1229.6,1,10,1,1,1115,0,0,4,2,62.28,2,3,1,1,1,5,4,1,3,2,62.28,1,5,2,2,1,2,1,1,3,4,2,0,0,0,7992,99377,117.17,530.78,539.64,42.01,0,0,10
18190000852,0,15221.12676,25670,1240.93,1.07,3,1,1,288,0,0,2,1,71.93,2,7,1,1,1,5,1,3,3,1,71.93,1,5,4,3,1,2,0,2,4,4,4,0,0,0,4056,26843,69.65,449.22,675.19,46.87,0,0,5
18190000911,0,17616,24576,1184.01,1,4,1,1,1855,0,0,3,1,75.07,3,9,1,1,1,4,1,1,3,1,75.07,1,5,2,2,1,2,1,1,3,5,2,0,0,0,6960,26299,136.85,358.69,646.46,42.01,0,0,5
18190000927,0,27555.12821,33013,1955.32,1,7,1,1,1608,0,1,4,2,62.74,4,5,1,1,1,1,1,1,3,2,62.74,4,3,4,2,1,1,0,1,3,5,7,0,0,0,11520,34892,149.02,1169.81,594.89,41.6,0,0,7
18190000995,0,47285,65285,1708.45,1,9,1,1,3756,0,0,4,2,62.24,4,4,1,1,1,5,4,1,3,2,62.23,1,5,3,2,1,2,1,1,3,5,6,0,0,0,18000,67720,159.39,889.89,617.61,41.56,0,0,10
18190001003,0,16328.16901,32546,998.56,1.07,4,2,2,1613,0,1,3,1,82.1,5,5,1,1,1,5,2,3,1,1,76.97,5,5,6,3,2,1,0,3,4,3,8,0,1,0,9360,23186,132.66,334.29,478.44,53.17,0,0,6
18190001022,0,20896.55172,19287,669.02,0.82,5,1,1,440,0,1,3,1,77.15,1,8,1,1,1,5,1,4,2,1,71.71,7,7,6,1,1,1,1,3,4,3,2,0,0,0,1080,18207,54.96,288.92,289.17,35.97,0,0,3
18190001026,0,26851.43205,43220,1439.27,1.21,7,3,3,610,0,0,4,3,53.15,2,5,1,1,1,1,1,3,2,3,53.15,3,2,3,4,2,2,0,1,4,2,7,0,0,0,5627.995125,44280,135.9,576.7,674.08,52.59,0,0,8
18190001114,0,5859,9967,1035.3,1,1,3,3,642,0,1,2,1,70.54,3,9,1,1,1,5,1,4,2,1,70.54,1,5,5,2,1,1,0,1,2,2,2,0,1,0,4108,8216,51.55,396.34,546.13,41.28,1,1,1
18190001117,0,50217.24138,29126,1012.03,0.82,10,1,1,4270,0,1,4,2,60.97,3,6,1,1,1,5,2,1,3,2,60.97,7,6,5,1,1,2,0,1,3,2,6,0,0,0,0,30276,87.29,575.23,313.92,35.59,0,0,6
18190001120,0,41857.74648,74738,1254.66,1.07,9,1,1,609,0,0,4,2,61,2,8,1,1,1,1,2,2,2,2,61,1,4,4,3,1,2,0,1,3,3,7,0,0,0,15300,76430,155.61,502.33,549.14,47.58,0,0,10
18190001240,0,22123.75,51898,1232.06,1.32,5,1,3,728,0,1,3,1,74.92,2,6,1,1,1,5,1,2,2,1,74.92,3,1,2,5,2,2,0,1,3,3,8,0,0,0,16500,53341,179.68,314.39,677.89,60.1,0,0,9
18190001254,0,48327.58621,33370,1001.3,0.82,10,2,88,493,0,0,4,2,65.83,6,1,0,2,2,-9,4,2,1,2,65.83,6,5,3,1,1,2,0,1,3,1,2,0,0,0,5340,34211,277.73,331.55,324.72,67.3,0,0,7
18190001262,0,34922,34922,1350.56,1,8,1,1,2636,0,1,3,1,79.46,4,9,1,1,1,4,1,1,3,1,79.46,2,6,5,2,1,1,1,3,3,5,9,0,0,0,0,37832,123.61,498.83,685.3,42.82,0,0,7
18190001286,0,6193.103448,8509,734.13,0.82,1,1,2,1031,0,1,2,1,77.96,5,9,0,1,3,-9,1,4,3,1,77.96,7,6,5,1,1,1,0,3,2,2,6,0,1,0,3952,8840,92.9,281.03,310.28,49.92,0,0,1
18190001302,0,17013.7931,16368,781.62,0.82,4,1,1,913,0,1,3,1,69.91,5,6,1,1,1,5,2,3,1,1,69.91,7,7,6,1,1,1,0,3,2,1,9,0,1,0,3640,12728,41.02,317.14,386.79,36.67,0,0,3
18190001323,0,15627,22227,934.39,1,3,1,1,826,0,0,3,1,71.97,2,2,1,1,1,5,4,2,3,1,71.97,5,4,3,2,1,2,0,1,3,2,2,0,0,0,6600,23089,108.6,318.87,464.91,42.01,0,0,4
18190001331,0,19627.58621,15224,925.15,0.82,5,1,1,638,0,0,3,1,72.99,5,9,0,2,2,-9,1,4,3,1,72.98,6,5,2,1,2,2,0,1,4,1,6,0,0,0,3840,15980,228.69,305.94,330.48,60.04,0,0,2
18190001357,0,7409.236972,24541,1216.6,1.32,1,1,1,816,0,1,2,1,73.77,1,6,1,1,1,5,2,2,3,2,68.47,3,1,3,5,1,1,0,1,1,3,10,1,1,0,9426.156578,17682,175.28,428.1,550.2,63.02,0,0,5
18190001361,0,26694.02174,55505,1207.17,1.21,7,3,3,4093,0,0,3,1,69.53,2,7,1,1,1,1,1,4,3,1,69.53,1,4,4,4,1,2,0,3,4,3,9,0,0,0,6180,57084,189.65,338.53,625.29,53.7,0,0,9
18190001531,0,28248.27586,20260,747.28,0.82,7,3,3,707,0,1,3,1,71.88,2,4,1,1,1,4,3,3,3,1,71.88,7,6,5,1,1,2,0,3,4,2,5,0,0,0,3876,19578,85.36,313.72,314.79,33.41,0,0,4
18190001677,0,0,3455,634.66,0.82,1,1,1,740,0,0,2,1,72,5,6,1,1,1,5,1,2,1,1,72,6,5,2,1,1,2,0,3,3,1,4,0,0,0,5100,3455,37.17,224.49,337.91,35.09,1,1,1
18190001741,0,7754.320988,19738,1002.95,1.21,1,3,3,842,0,0,2,1,73.83,5,8,1,1,1,5,2,4,3,1,73.83,3,3,3,4,2,2,0,3,2,2,8,0,0,0,7176,14534,160.77,260.61,531.18,50.39,0,0,3
18190001759,0,7600,25208,1714.02,1.32,1,3,3,1552,0,1,2,1,69.1,2,5,1,1,1,4,2,3,2,1,69.1,3,1,3,5,1,1,0,3,2,4,6,0,0,0,4992,21393,136.11,515.4,992.52,69.99,0,0,5
18190001837,1,13208,23119,1163.81,1,3,3,3,1354,70.25118887,1,1,2,65.49,2,6,1,1,1,4,2,3,3,2,65.49,5,5,5,2,1,1,0,3,2,3,8,0,1,70.25118887,5460,18030,226.97,438.94,458.76,39.14,0,0,4
18190001884,0,30847.88732,79804,1478.86,1.07,8,1,1,3003,0,1,4,2,67.56,3,4,1,1,1,5,1,1,2,2,67.57,1,5,4,3,1,1,1,1,3,5,10,0,0,0,36000,81411,149.58,545.23,733.69,50.36,0,0,10
18190001914,0,20946.55172,15449,822.91,0.82,5,1,1,316,0,1,3,1,71.5,5,7,1,1,1,5,1,3,1,1,71.5,7,7,6,1,1,1,0,3,2,2,2,0,1,0,3300,12149,41.75,367.53,377.66,35.97,0,0,2
18190001942,0,8142,12126,1121.15,1,1,2,2,252,0,1,2,1,74.25,2,7,1,1,1,5,1,4,3,1,69.06,2,7,6,2,1,1,0,3,4,3,4,0,1,0,3984,13299,121.34,537.89,417.2,44.72,0,0,1
18190001952,0,9192,18269,1025.27,1,2,1,1,1147,0,1,2,1,74.19,3,4,1,1,1,4,1,2,3,1,69.29,2,7,6,2,1,1,0,3,3,3,9,1,0,0,4800,19990,114.86,492.43,375.16,42.82,0,0,3
18190001994,0,26636.2069,21677,703.72,0.82,7,1,1,5342,0,0,3,1,79.27,2,9,1,1,1,5,1,1,3,1,79.27,6,5,4,1,1,2,0,1,3,2,10,0,0,0,6228,22882,81.74,237.65,346.63,37.7,0,0,4
18190001997,0,26445,26445,1217.29,1,7,2,2,4014,0,1,4,2,67.59,2,6,1,1,1,5,2,1,3,2,67.59,1,5,4,2,1,1,0,1,3,3,9,0,0,0,0,28191,126.08,519.79,524.64,46.78,0,0,5
18190002007,0,5793.103448,6948,653.97,0.82,1,3,3,494,0,0,2,1,74.04,5,6,1,1,1,5,1,4,1,2,66.96,6,5,4,1,1,2,0,3,4,1,1,0,1,0,3588,6552,81.53,363.56,173.2,35.68,0,0,1
18190002017,0,6468.560606,21653,1396.8,1.32,1,2,2,487,0,1,2,1,77.82,5,5,1,1,1,3,4,3,1,1,77.82,3,1,3,5,1,1,0,2,2,2,7,0,1,0,4576,22370,369.77,146.46,796.42,84.15,0,0,4
18190002115,0,100000,100000,1977.73,1,10,2,2,4002,0,1,3,1,68.87,4,4,1,1,1,4,1,1,2,1,68.87,2,6,5,2,1,1,1,1,3,5,10,0,0,0,28200,100000,198.03,883.82,847.91,47.97,0,0,10
18190002227,0,49322,49322,1574.42,1,10,1,1,1449,0,1,4,2,67.93,4,5,1,1,1,4,2,1,2,2,67.93,2,6,5,2,1,2,1,3,3,5,9,0,0,0,0,52518,114.41,1006.06,411.13,42.82,0,0,9
18190002242,0,26923,32838,1058.82,1,7,3,3,543,0,1,3,1,72.03,3,5,1,1,1,5,3,3,3,1,72.03,2,6,6,2,1,1,0,3,4,3,6,0,0,0,2808,33988,51.33,424.63,542.14,40.72,0,0,7
18190002309,0,58157.85714,97621,1599.54,1.21,10,2,2,571,0,0,3,1,73.04,1,9,0,1,3,-9,1,2,3,1,73.04,3,2,3,4,1,2,0,1,3,5,4,0,0,0,16200,99772,169.04,610.19,739.86,80.45,0,0,10
18190002407,0,27963,34011,1106.68,1,7,2,2,1996,0,0,3,1,68.62,2,2,1,1,1,5,4,1,2,1,68.62,1,5,3,2,2,2,0,1,3,2,7,0,0,0,6048,35227,101.65,395.75,557.47,51.81,0,0,7
18190002453,0,10532,15872,1003.77,1,2,1,1,2374,0,0,2,1,79.87,2,9,1,1,1,5,5,1,3,1,79.87,4,3,3,2,1,2,0,1,1,4,9,1,0,0,5340,17790,106.08,226.31,621,50.38,0,0,2
18190002457,0,15479.10199,13138,633.15,0.82,3,1,88,458,0,1,3,1,80.8,5,7,0,1,3,-9,1,4,1,1,73.48,7,6,5,1,1,1,0,3,2,1,7,0,1,0,3197.120844,13933,66.87,323.94,192.51,49.83,0,0,2
18190002474,0,20861.66667,32834,1598.42,1.07,5,1,1,1768,0,1,4,2,58.95,2,5,1,1,1,5,4,1,2,2,58.95,3,3,3,3,1,1,0,1,3,4,10,0,0,0,7800,34080,70.13,782.29,695.64,50.36,0,0,6
18190002495,1,14882.75862,15112,1062.88,0.82,3,1,88,493,87.52676654,1,1,2,63.41,5,6,0,2,2,-9,2,4,2,2,63.41,7,6,5,1,1,2,0,3,2,1,9,0,1,106.7399592,6480,10132,209.37,459.41,330.14,63.96,1,0,2
18190002526,0,26344.3662,47609,1446.16,1.07,6,1,1,3058,0,0,4,2,68.5,4,6,1,1,1,1,1,1,2,1,68.5,5,4,4,3,1,1,1,1,3,5,9,0,0,0,10200,49468,166.49,542.38,688.31,48.98,0,0,9
18190002552,0,8612.068966,9795,730.96,0.82,1,1,1,373,0,0,2,1,72.22,5,8,0,1,3,-9,1,4,1,1,72.22,7,6,5,1,1,2,0,1,4,1,2,0,0,0,4800,8320,97.33,304.42,278.6,50.61,0,0,1
18190002560,1,9931.034483,13440,1475.79,0.82,2,3,88,1092,450.5675171,1,1,3,41.85,3,2,0,1,3,1,4,4,3,3,41.85,7,6,5,1,1,2,0,3,2,2,5,0,1,549.4725819,7680,10080,119.88,897.29,412.39,46.23,1,1,2
18190002611,0,6565,30469,972.3,1,1,1,88,1185,0,0,2,1,79.29,5,9,0,2,2,-9,3,2,1,1,79.29,5,4,1,2,2,2,0,1,3,2,8,0,0,0,23904,30469,254.37,169.36,474.65,73.92,0,0,6
18190002650,1,6224.137931,7770,853.68,0.82,1,3,3,1430,182.567641,0,1,3,53.68,3,5,1,1,1,5,2,3,3,3,53.68,7,6,5,1,1,2,0,2,4,1,5,0,1,222.6434646,4160,3744,82.66,473.98,264.26,32.78,1,1,1
18190002734,0,21544.82759,16947,958.22,0.82,5,1,1,3264,0,1,4,2,61.93,4,5,1,1,1,5,1,1,3,2,61.93,7,7,6,1,1,1,1,3,3,3,9,1,0,0,0,16947,38.61,451.92,431.02,36.67,0,0,3
18190002747,0,19011,19011,1346.24,1,4,1,1,2806,0,1,4,3,51.26,3,4,1,1,1,5,4,1,3,3,51.26,2,7,6,2,1,2,0,3,3,2,6,0,0,0,0,20355,55.15,731.99,517.54,41.56,0,0,3
18190002794,0,24531.03448,20828,848.74,0.82,6,1,1,1671,0,0,4,2,67.05,3,8,1,1,1,4,1,1,2,2,67.05,6,5,4,1,1,2,1,1,3,3,7,0,0,0,6600,21798,87.86,302.96,417.36,40.56,0,0,4
18190002861,0,40079,40079,1397.98,1,9,2,2,2603,0,1,4,2,65.52,4,6,1,1,1,5,1,1,2,2,65.52,2,6,5,2,1,1,1,3,3,5,10,0,0,0,0,42166,124.35,602,623.66,47.97,0,0,8
18190002879,1,7866,13686,1596.3,1,1,2,2,2682,245.7404561,0,1,2,60.41,2,3,1,1,1,5,4,2,2,2,60.41,5,5,5,2,2,2,0,1,3,4,5,1,1,245.7404561,5820,10403,126.99,850.79,574.45,44.07,1,1,2
18190002915,1,4098.275862,13981,1569.08,0.82,1,2,88,692,255.6513613,1,1,3,54.28,3,8,0,2,2,-9,1,4,3,3,54.28,6,5,4,1,1,1,0,3,2,2,5,0,1,311.7699528,4836,10070,236.04,875.88,393.51,63.65,1,1,2
18190002932,0,15888.91764,26224,994.63,1.07,3,3,3,1120,0,0,3,1,73.38,3,5,1,1,1,5,3,4,3,1,73.38,1,4,4,3,1,2,0,3,4,2,1,0,0,0,3661.736954,27488,132.88,293.06,521.03,47.66,0,0,5
18190002967,0,20993,29693,1391.8,1,5,1,1,5275,0,1,4,2,62.01,1,3,1,1,1,5,4,1,2,2,62.01,1,5,4,2,1,1,1,1,3,5,10,0,0,0,8700,31359,155.47,583.97,608.33,44.03,0,0,6
18190002974,0,0,4275,355.34,0.82,1,1,1,767,0,0,2,1,76.09,2,2,1,1,1,4,4,2,3,1,72.92,6,4,1,1,1,2,0,3,3,5,6,0,1,0,4680,4275,91.46,149.1,79.19,35.59,0,0,1
18190002983,0,33247,36631,1304.04,1,8,1,1,2136,0,0,4,2,62.7,1,3,1,1,1,5,2,1,2,2,62.7,1,5,4,2,1,2,0,1,3,3,9,0,0,0,3384,37983,65.79,627.87,567.56,42.82,0,0,7
18190003013,0,22555,23289,878.64,1,5,1,1,2521,0,1,3,1,74.32,3,5,1,1,1,5,2,1,3,2,68.39,2,6,5,2,1,1,0,3,3,2,6,0,1,0,0,23289,117.17,430.23,289.68,41.56,0,0,4
18190003023,0,35315,35315,1387.77,1,8,1,1,3682,0,1,4,2,64.62,4,6,1,1,1,1,1,1,3,2,64.62,2,5,5,2,1,1,0,3,3,4,8,0,0,0,0,37719,157.24,676.09,511.66,42.78,0,0,7
18190003026,0,32795,32795,2212.63,1,8,2,2,1988,0,1,4,4,38.36,4,4,1,1,1,1,4,1,2,4,38.37,2,6,5,2,1,2,0,3,3,3,6,0,0,0,0,34363,300.51,1259.52,607.25,45.35,0,0,6
18190003158,0,20315.51724,18241,589.65,0.82,5,1,1,606,0,1,3,1,78.87,5,9,1,1,1,5,1,4,1,1,71.98,7,6,5,1,1,2,0,3,2,1,8,0,1,0,5564,12677,93.73,263.79,195.5,36.63,0,0,3
18190003307,0,3006.896552,1744,767.26,0.82,1,1,1,786,0,1,2,1,71.74,5,3,1,1,1,5,2,1,1,1,71.74,7,6,5,1,1,1,0,3,3,2,9,1,0,0,0,2758,76.38,327.64,326.57,36.67,1,1,1
18190003374,0,30296.55172,17572,1005.01,0.82,7,1,1,1798,0,1,3,1,69.4,3,5,1,1,1,5,1,1,3,1,69.4,7,6,5,1,1,2,1,3,3,5,2,0,0,0,0,18833,52.24,452.95,463.85,35.97,0,0,3
18190003505,0,9137,9137,834.22,1,2,1,1,2352,0,1,2,1,80.83,3,7,1,1,1,4,1,1,3,1,76.11,2,6,5,2,1,1,0,3,3,4,10,0,1,0,0,10304,132.44,524.02,133.73,44.03,0,0,1
18190003576,1,5597.5,19917,1225.53,1.07,1,1,1,6016,58.99163091,1,1,2,66.12,3,7,1,1,1,2,1,2,3,2,66.12,3,1,3,3,1,2,0,3,3,3,9,0,0,55.13236534,13200,21663,194.65,450.87,531.03,48.98,0,0,4
18190003585,0,29606,29606,1123.59,1,7,1,1,4475,0,0,3,1,69.52,3,5,1,1,1,5,1,1,3,1,69.52,1,5,4,2,1,2,0,1,3,3,2,0,0,0,0,30968,96.45,474.86,510.27,42.01,0,0,6
18190003653,0,56013,66813,1188.8,1,10,1,1,1741,0,0,4,2,61.8,3,4,1,1,1,4,2,1,3,2,61.8,1,5,4,2,1,2,1,1,3,4,4,0,0,0,10800,68216,110.82,520.82,516.18,40.98,0,0,10
18190003669,1,11056.89655,17024,1201.55,0.82,2,3,88,635,11.45699589,1,1,2,67.96,3,4,0,1,2,-9,1,3,3,2,61.19,7,7,6,1,1,1,0,3,2,1,5,0,0,13.97194621,4524,17024,126.06,679.41,328.78,67.3,0,0,3
18190003673,0,4610.202581,8676,664.37,0.82,1,2,2,1805,0,1,2,1,81.54,5,7,1,1,1,5,1,4,1,1,74.61,7,7,6,1,1,1,0,3,2,1,10,0,1,0,6002.082503,8676,84.96,310.94,227.4,41.07,0,0,1
18190003683,0,6719,13017,1060.32,1,1,3,2,576,0,1,2,1,76.38,2,6,1,1,1,5,3,3,2,1,76.38,2,6,5,2,1,1,0,3,2,3,6,0,1,0,4400,9906,70.13,370.11,577.91,42.17,1,0,2
18190003697,0,0,0,516.59,0.82,1,1,1,1341,0,0,2,1,69.84,6,2,1,1,1,5,4,2,2,1,69.84,6,4,1,1,1,2,0,3,3,3,4,0,0,0,1400,0,38.02,162.89,280.59,35.09,1,1,1
18190003735,0,26226.42857,46317,1218.99,1.21,6,1,1,2870,0,0,3,1,69.55,2,2,1,1,1,5,4,1,3,1,69.55,3,2,3,4,1,2,0,1,3,3,9,0,0,0,9600,47675,144.54,413.31,606,55.14,0,0,8
18190003826,0,19746,23906,1102.49,1,5,1,1,2423,0,1,3,1,71.99,3,5,1,1,1,5,1,1,3,1,71.99,2,7,6,2,1,1,0,3,3,3,4,1,0,0,0,25500,106.3,471.84,483.37,40.98,0,0,5
18190003849,1,13771,13771,1676.24,1,3,1,1,2041,532.2159395,1,1,3,47.42,3,3,1,1,1,5,3,1,2,3,42.47,2,7,6,2,1,1,0,3,3,3,2,0,1,532.2159395,0,13771,96.56,1104.2,427.48,48,1,1,2
18190003851,0,26388.73239,42431,1443.56,1.07,6,3,3,768,0,1,4,2,61.27,1,5,1,1,1,1,1,4,3,2,61.27,1,5,4,3,1,1,0,1,4,3,2,0,0,0,4680,43293,237.69,498.01,660.65,47.21,0,0,8
18190003856,0,100000,100000,1412.44,1,10,1,1,1529,0,0,4,2,62.93,2,2,1,1,1,5,4,2,3,2,62.93,2,5,5,2,1,2,1,1,3,5,8,0,0,0,44400,100000,115.56,631.85,622.25,42.78,0,0,10
18190003874,0,18208.57143,37972,1447.51,1.21,4,1,1,1176,0,0,4,2,63.73,1,6,1,1,1,4,2,1,2,2,63.73,3,3,4,4,1,2,0,3,3,4,9,0,0,0,12480,39444,159.8,593.66,638.91,55.14,0,0,7
18190003895,0,13112.82051,12340,860.16,1,3,3,3,3153,0,0,2,1,74.49,5,8,1,1,1,3,2,4,1,1,74.49,4,2,1,2,1,1,0,1,2,2,9,0,1,0,2112,11161,134.62,250.49,433.35,41.7,0,0,1
18190003902,1,751.2820513,4746,1131.96,1,1,2,88,1030,182.4010454,1,1,2,58.07,2,3,1,1,1,5,4,2,2,2,58.07,4,2,2,2,2,1,0,3,1,1,2,1,1,182.4010454,4160,1820,129.48,463.48,486.95,52.05,1,1,1
18190003911,0,31705,54943,1514.95,1.21,8,1,1,1471,0,1,3,1,74.66,1,9,1,1,1,4,1,1,3,1,74.66,3,1,3,4,1,2,1,1,3,5,2,0,0,0,10556,56498,160.98,415.95,883.94,54.08,0,0,9
18190003980,0,18519.02174,40555,1188.88,1.21,4,3,1,1018,0,0,3,1,71.67,2,9,1,1,1,1,1,4,3,1,71.67,1,4,3,4,1,2,0,1,4,3,9,0,0,0,6480,42134,214.66,297.71,622.34,54.17,0,0,8
18190004021,1,13133.6795,31661,1243.51,1.07,3,1,1,2475,275.2199658,1,1,3,54.34,6,2,1,1,1,5,4,2,2,3,54.34,4,1,3,3,1,2,0,1,3,1,8,0,0,257.2149213,15900.5846,32944,141.95,555.59,497.04,48.93,0,0,6
18190004023,0,16362,33522,998.15,1,4,1,1,1847,0,0,3,1,72.72,2,3,1,1,1,5,4,2,3,1,72.72,1,5,4,2,1,2,0,1,3,3,8,0,0,0,17160,34713,116.67,376.54,462.16,42.78,0,0,7
18190004053,0,36236.4314,42311,1003.11,1,8,1,1,886,0,0,3,1,70.48,3,5,1,1,1,4,1,4,3,1,70.48,5,4,4,2,1,2,0,1,4,3,9,0,0,0,6074.5686,44087,117.24,343.76,499.29,42.82,0,0,8
18190004139,0,5518,11628,958.28,1,1,3,3,867,0,1,2,1,70.3,2,3,1,1,1,3,2,2,2,2,64.24,5,5,5,2,1,1,0,3,1,2,2,1,1,0,6110,12749,62.87,485.42,368.71,41.28,0,0,1
18190004146,0,36979,44671,1198.27,1,8,1,88,5200,0,0,3,1,72.88,5,9,0,2,2,-9,1,4,3,1,72.88,5,5,3,2,1,1,0,1,4,2,8,0,0,0,7692,45862,282.26,325.68,516.41,73.92,0,0,8
18190004151,0,16657.5,27909,1093.83,1.07,4,1,1,1066,0,0,4,2,62.92,2,2,1,1,1,5,4,2,2,2,62.92,3,2,2,3,1,2,0,1,3,2,9,0,0,0,7920,29073,122.72,424.22,497.91,48.98,0,0,5
