serialanon,fpLILEEflg,AHCIncomeEQ_LILEE,fpfullinc,fuelexpn,FuelCosteqFactor,EqAHCincDeciles_LILEE,elecmop,gasmop,aagph1819,FPGAP_LILEE_UNEQ,fpvuln,fpLILEEqdt,FPEERband,FPEERrating,DWtype,DWage,Ongas,CentralHeating,Mainfueltype,boiler,WallType,tenure4x,Loftins,EPC,SAP12,hhcompx,Ageyng,Ageold,Hhsize,ethhrp2x,Hhsick,Unoc,emphrp3x,ECO_AW,FloorArea,gorehs,HTHG,WHDBroad,FPGAP_LILEE,HousingCosts,fpbasinc,wathcost,spahcost,litecost,cookcost,fpflgb,fpflgf,FullincDeciles
18190014003,0,25908.62069,35127,652.63,0.82,6,3,3,1408,0,0,3,1,79.93,5,6,0,1,3,-9,3,2,1,1,79.93,6,5,3,1,1,2,0,1,3,1,8,0,0,0,20100,35871,100.76,220.01,285.99,45.87,0,0,7
18190014035,0,23092,35841,1867.17,1,6,1,88,912,0,0,4,2,66,5,8,0,2,2,-9,2,2,1,2,66,1,4,2,2,1,2,0,1,3,5,9,1,0,0,10500,37497,217.72,940.1,634.73,74.62,0,0,7
18190014048,0,35264,35264,1482.72,1,8,1,1,1511,0,0,4,2,66.58,1,6,1,1,1,4,1,1,3,2,66.58,2,6,5,2,1,2,1,1,3,5,7,0,0,0,0,36927,95.68,666.38,679.06,41.6,0,0,7
18190014058,0,23439,23439,1142.51,1,6,1,1,1959,0,1,4,2,68.18,3,9,1,1,1,5,1,1,3,2,68.18,2,6,5,2,1,1,0,3,3,3,10,0,0,0,0,23439,104.64,468.2,525.64,44.03,0,0,4
18190014090,1,2358.19508,5315,611.78,0.82,1,1,1,806,32.97690298,0,1,2,62.43,5,2,1,1,1,5,4,2,3,2,62.43,6,4,1,1,1,1,0,3,3,4,1,0,1,40.21573534,3947.246854,5315,84.73,235.83,255.88,35.34,1,1,1
18190014103,0,25770.68966,14947,881.79,0.82,6,1,1,2008,0,1,4,2,67.81,4,6,1,1,1,5,1,1,3,2,67.81,7,7,6,1,1,1,1,3,3,3,10,0,0,0,0,16199,85.98,386.12,371.99,37.7,0,0,2
18190014140,0,24053,29669,920.55,1,6,3,3,803,0,0,3,1,72.31,1,9,1,1,1,4,1,4,2,1,72.31,2,5,5,2,1,2,0,1,4,2,9,0,0,0,5616,31027,115.35,279.92,483.58,41.7,0,0,6
18190014153,0,13569.38776,19298,826.44,1.07,3,3,3,2668,0,1,2,1,80.36,5,5,1,1,1,4,1,3,3,1,74.8,4,1,2,3,1,1,0,1,2,3,8,0,1,0,6000,16041,128.32,274.44,378.91,44.77,0,0,3
18190014163,0,11204.11141,14014,714.52,0.82,2,3,3,773,0,1,2,1,71.52,5,8,1,1,1,5,2,4,1,1,71.53,7,7,6,1,1,2,0,3,2,1,6,0,1,0,4408.615385,15164,81.54,284.47,313.64,34.87,0,0,2
18190014303,1,3283,13483,1576.73,1,1,1,1,1684,346.9628907,0,1,2,55.27,2,3,1,1,1,5,4,2,3,2,55.28,1,5,2,2,2,2,0,1,3,4,10,1,0,346.9628907,10200,14732,115.78,877.52,539.4,44.03,1,1,2
18190014321,0,18186,19583,1033.18,1,4,1,1,3053,0,1,3,1,75.21,3,4,1,1,1,5,3,1,3,1,71.33,2,6,5,2,1,2,1,3,1,5,6,1,0,0,0,20985,112.72,471.8,407.1,41.56,0,0,3
18190014413,0,16517.03297,39661,1913.92,1.32,4,1,1,8085,0,1,4,3,54.46,3,4,1,1,1,5,4,2,2,3,54.46,3,1,3,5,2,2,0,1,3,4,6,1,0,0,9600,41005,101.83,851.48,901.12,59.49,0,0,8
18190014420,0,15784.48276,12535,702.24,0.82,3,1,1,376,0,1,3,1,73.73,2,6,1,1,1,5,4,3,3,2,66.85,7,6,5,1,1,1,0,3,2,1,4,0,1,0,3380,9155,45.54,400,221.61,35.09,0,0,1
18190014425,0,24450,24450,1410.79,1,6,1,1,1560,0,1,4,2,58.59,3,4,1,1,1,4,4,1,3,2,58.59,2,6,5,2,2,2,1,3,3,5,8,0,0,0,0,26519,133.88,656.65,577.48,42.78,0,0,5
18190014449,0,22424.13793,13006,1389.14,0.82,5,1,1,974,0,1,4,3,47.37,2,2,1,1,1,3,4,1,2,3,47.37,7,7,6,1,1,2,1,3,3,5,4,0,1,0,0,14033,89.84,854.26,409.95,35.09,0,1,2
18190014562,1,6405.172414,8155,1242.71,0.82,1,1,1,6680,207.9848991,1,1,2,55.47,5,6,0,2,2,-9,1,2,1,2,55.47,6,5,4,1,1,1,0,3,1,1,5,1,1,253.6401209,4440,3715,342.75,474.33,367.05,58.58,1,1,1
18190014617,0,28560,47472,1538.99,1.07,7,1,1,4065,0,1,4,2,65.07,3,5,1,1,1,5,1,1,3,2,65.07,3,1,2,3,1,1,0,1,3,5,2,0,0,0,13200,49027,134.2,685.47,671.27,48.05,0,0,9
18190014767,0,58974.13793,34205,842.67,0.82,10,1,1,2961,0,1,3,1,68.74,2,9,1,1,1,5,1,1,3,1,68.74,7,7,6,1,1,2,0,3,3,2,2,0,0,0,0,35185,64.62,354.82,387.26,35.97,0,0,7
18190014774,1,9388.732394,13332,1838.6,1.07,2,1,1,4653,681.304971,1,1,3,43.41,3,5,1,3,3,-9,1,1,2,3,43.4,2,5,6,3,1,2,0,3,3,3,4,1,1,636.7336177,0,14701,111.3,1123.57,556.86,46.87,1,1,2
18190014891,0,25631.49099,48228,1662.52,1.21,6,1,88,676,0,1,3,1,69.37,5,6,0,2,2,-9,4,3,1,2,64.28,4,1,3,4,2,1,0,1,2,3,8,0,1,0,6704.984598,49270,300.47,702.4,564.61,95.04,0,0,9
18190014910,0,54174.13793,31421,1087.06,0.82,10,1,1,1867,0,0,4,2,64.08,4,6,1,1,1,5,1,1,3,2,64.08,7,6,5,1,1,2,1,1,3,5,2,0,0,0,0,32961,39.2,525.26,486.63,35.97,0,0,6
18190014945,0,20943.57143,33161,1390.57,1.21,5,1,1,3809,0,1,4,2,65.93,1,6,1,1,1,4,1,2,2,2,65.93,3,1,2,4,1,2,0,1,3,3,8,0,0,0,3840,34501,155.36,546.36,633.77,55.08,0,0,7
18190015063,0,32370.68966,18775,938.99,0.82,8,1,1,658,0,1,4,2,57.39,5,6,1,3,1,-9,2,1,2,2,57.39,7,6,5,1,1,2,0,3,3,1,4,0,0,0,0,19655,161.85,406.06,335.99,35.09,0,0,3
18190015081,0,25202,25202,917.05,1,6,1,88,686,0,1,3,1,76.17,5,8,0,2,2,-9,2,1,1,1,76.17,2,6,6,2,1,2,0,3,3,1,10,0,0,0,0,26341,256.54,164.42,418.87,77.22,0,0,5
18190015142,0,0,26171,1063.91,1.07,1,1,1,1568,0,0,2,1,80.07,5,9,1,1,1,4,1,2,1,1,80.07,5,4,1,3,1,2,0,1,3,4,8,0,0,0,32400,27399,136.06,252.97,625.95,48.93,0,0,5
18190015147,0,97282.75862,70224,666.76,0.82,10,1,1,1641,0,0,3,1,83.21,5,9,1,1,1,5,1,2,1,1,83.21,6,5,4,1,1,2,1,1,3,3,4,0,0,0,13800,72416,72.74,167.36,391.57,35.09,0,0,10
18190015212,0,14417,18353,1042.53,1,3,2,2,577,0,0,2,1,71.65,6,5,1,1,1,5,2,3,2,1,71.65,4,3,3,2,1,1,0,1,2,2,5,0,0,0,3936,19204,119.87,398.68,479.91,44.07,0,0,3
18190015250,0,19934,19934,1438.43,1,5,3,3,1791,0,0,4,3,48.04,1,5,1,1,1,2,1,1,3,3,48.04,2,6,5,2,1,1,0,1,3,3,1,0,0,0,0,21030,200.31,728.78,471.09,38.25,0,0,4
18190015283,0,31725,32903,1355.63,1,8,1,1,2193,0,1,4,2,61.12,6,2,1,1,1,3,4,1,3,2,61.12,1,5,3,2,1,1,0,1,3,3,9,1,0,0,0,34344,139.27,679.85,493.69,42.82,0,0,7
18190015321,0,57135,57135,1302.68,1,10,1,1,1914,0,1,4,2,63.98,4,9,1,1,1,1,1,1,3,2,63.98,2,7,6,2,1,1,1,3,3,4,9,0,0,0,0,59335,196.68,490.27,572.91,42.82,0,0,9
18190015326,1,15880,15880,2424.61,1,3,2,88,1752,642.21,1,1,3,47.37,4,7,0,1,3,4,2,1,3,3,47.37,5,6,5,2,1,2,1,3,1,5,5,1,1,642.21,0,17885,167.41,1438.41,757.81,60.98,1,1,2
18190015341,0,38166.90141,55361,1397.07,1.07,9,1,1,1751,0,0,4,2,65.42,4,9,1,1,1,5,2,1,2,2,65.42,3,3,4,3,1,2,0,1,3,3,5,0,0,0,1164,56875,141.44,560.37,642.03,53.23,0,0,9
18190015376,0,44358.62069,25728,1435.09,0.82,9,2,88,768,0,1,4,4,37.13,4,9,0,1,1,3,4,1,3,4,37.13,7,7,6,1,1,2,1,3,3,3,5,0,0,0,0,26588,195.8,761.89,425.13,52.27,0,0,5
18190015400,0,23494,28486,1149.3,1,6,1,1,648,0,0,4,2,66.05,2,6,1,1,1,5,2,4,2,2,66.05,5,5,4,2,1,2,0,1,4,3,10,0,0,0,4992,29892,114.66,479.46,511.15,44.03,0,0,6
18190015433,0,35742,35742,1538.15,1,8,1,1,9565,0,1,4,2,62.74,3,1,1,1,1,4,2,1,2,2,62.74,2,7,6,2,1,2,1,3,3,5,4,0,0,0,0,37784,108.32,754.2,634.65,40.98,0,0,7
18190015439,0,16303.44828,13980,706.29,0.82,4,3,3,694,0,1,3,1,69.56,2,5,1,1,1,5,1,3,2,1,69.56,7,6,5,1,1,2,0,3,2,1,9,0,1,0,4524,9612,58.33,256.74,355.51,35.71,0,0,2
18190015516,0,34970.07778,43820,1163.73,1,8,1,1,2163,0,0,4,2,62.41,3,4,1,1,1,5,2,1,3,2,62.41,5,4,5,2,1,2,1,1,3,4,2,0,0,0,8849.922216,45081,109.2,506.04,506.48,42.01,0,0,8
18190015531,1,14029.52586,12537,837.55,0.82,3,2,3,1137,243.1316998,1,1,4,33.22,1,2,1,3,1,-9,4,2,2,4,32.44,7,6,5,1,1,1,0,3,3,5,2,0,1,296.5020729,3505.875,12677,158.24,505.33,136.19,37.79,0,0,1
18190015550,0,15458,15458,1296.69,1,3,1,1,2580,0,0,4,2,56.13,4,4,1,1,1,5,2,1,3,2,56.13,2,6,5,2,1,2,1,1,3,4,10,0,0,0,0,17748,114.53,610.03,528.1,44.03,0,0,2
18190015554,0,15757.6087,34040,1255.01,1.21,3,1,1,1990,0,0,3,1,74.83,2,5,1,1,1,5,1,4,3,1,74.83,4,4,3,4,1,2,0,1,2,3,2,0,0,0,4900,35189,73.34,383.31,744.28,54.08,0,0,7
18190015618,0,22828.16901,32416,1220.86,1.07,6,1,1,1532,0,1,3,1,70.06,3,6,1,1,1,3,1,1,3,1,70.06,2,5,5,3,1,1,0,3,3,3,1,1,0,0,0,33694,168.55,647.57,357.53,47.21,0,0,6
18190015630,0,28860,34872,1140.43,1,7,1,1,1238,0,0,4,2,64.41,3,4,1,1,1,5,1,1,2,2,64.41,1,5,3,2,1,2,0,1,3,2,2,0,0,0,6012,35993,95.4,560.14,442.88,42.01,0,0,7
18190015646,0,25081,35341,1716.14,1,6,1,88,1437,0,0,4,4,29.02,5,8,0,2,2,-9,2,2,1,4,29.02,1,5,4,2,1,2,0,1,3,1,9,0,0,0,10260,37013,354.47,935.98,366.06,59.63,0,0,7
18190015762,0,32629.28571,50313,1827.1,1.21,8,1,1,2426,0,0,3,1,70.36,4,6,1,1,1,4,1,1,3,1,70.36,3,2,3,4,1,2,0,1,3,5,4,0,0,0,4632,52505,149.74,852.6,772,52.76,0,0,9
18190015774,0,34074,34074,1284.41,1,8,1,1,781,0,1,4,2,63.84,1,2,1,1,1,5,4,4,2,2,63.84,1,5,2,2,1,1,0,1,4,3,6,0,0,0,0,34074,108.92,657.57,476.36,41.56,0,0,7
18190015776,0,17410,28390,1101.31,1,4,1,1,866,0,0,4,2,67.24,3,5,1,1,1,5,1,2,3,2,67.24,1,5,2,2,1,2,0,1,3,3,10,0,0,0,10980,29636,115.25,451.08,490.95,44.03,0,0,6
18190015793,0,35546.42857,58765,1775.33,1.21,8,1,1,6769,0,1,4,2,65.06,3,2,1,1,1,3,2,1,3,2,65.06,3,1,3,4,1,2,0,1,3,5,6,0,0,0,9000,60109,192.63,776.97,752.22,53.51,0,0,9
18190015860,1,10015.625,21209,1555.33,1.32,2,1,1,612,142.7679711,1,1,2,64.87,3,5,1,1,1,5,1,4,3,2,64.87,3,1,3,5,1,1,0,1,2,3,6,0,0,108.1575538,5184,22581,96.45,498.27,901.12,59.49,0,0,4
18190015884,0,28861.26761,44583,1568.09,1.07,7,2,88,2497,0,1,4,2,62.94,4,6,0,1,3,5,1,1,3,2,62.94,2,5,5,3,1,2,0,3,3,4,7,0,0,0,3600,46703,198.7,668.67,629.1,71.62,0,0,8
18190015894,0,27457.40741,52281,1240.73,1.21,7,3,3,1016,0,0,3,1,73.67,2,9,1,1,1,4,1,4,3,1,73.67,3,2,4,4,2,2,0,1,4,4,8,0,0,0,7800,53862,192.67,350.92,646.75,50.39,0,0,9
18190015941,0,15874.13793,12699,618.24,0.82,3,1,1,1226,0,1,3,1,74.11,1,5,1,1,1,5,1,3,3,2,66.38,7,6,5,1,1,1,0,1,4,1,5,0,1,0,3492,13635,42.67,327.32,213.32,34.93,0,0,2
18190015992,0,73085,76325,1577.84,1,10,1,1,4514,0,0,3,1,69.44,4,6,1,1,1,4,2,1,2,1,69.44,2,6,5,2,1,2,1,1,3,5,7,0,0,0,3240,79116,116.62,748.03,671.59,41.6,0,0,10
18190016033,0,35794.82759,24997,1060.35,0.82,8,1,88,3017,0,0,4,2,62.76,5,9,0,3,2,-9,1,1,1,2,62.76,6,5,2,1,1,2,1,1,3,2,2,0,0,0,4236,26163,313.39,364.99,331.36,50.61,0,0,5
18190016047,0,52373,63893,1061.29,1,10,1,1,1619,0,0,3,1,76.86,1,9,1,1,1,4,1,1,3,1,76.86,1,5,3,2,1,2,1,1,3,5,9,0,0,0,11520,65996,121.65,301.86,594.96,42.82,0,0,10
18190016052,0,20619,25191,972.74,1,5,1,1,2325,0,1,3,1,74.6,4,9,1,1,1,4,1,1,3,1,74.6,2,5,5,2,1,1,0,1,3,3,1,0,0,0,4572,26877,101.57,359.12,470.78,41.27,0,0,5
18190016105,1,0,27040,2509.79,1.32,1,2,1,3452,66.5729746,0,1,2,67.25,2,3,1,1,1,5,4,2,3,2,67.25,5,4,1,5,1,2,0,3,3,5,2,0,1,50.43407167,28483.25574,27040,257.28,873.49,1296.59,82.43,0,0,5
18190016110,1,15110.625,29877,1466.32,1.32,3,1,1,1282,107.2265614,1,1,2,65.46,2,5,1,1,1,5,2,3,2,2,65.46,3,1,2,5,1,1,0,2,4,3,5,0,0,81.23224346,5700,31064,166.54,571.55,669.83,58.4,0,0,6
18190016141,1,11655.17241,10920,938.63,0.82,2,1,1,2077,54.99955848,1,1,2,63.94,3,6,1,1,1,5,2,1,2,2,63.94,7,6,5,1,1,1,1,3,1,3,10,1,1,67.07263229,0,10920,41.1,435.89,423.94,37.7,0,0,1
18190016162,0,17555.6338,29633,1228.19,1.07,4,3,3,1185,0,0,3,1,70.23,2,5,1,1,1,5,1,3,2,2,65.48,5,5,4,3,1,2,0,1,4,4,6,0,1,0,4704,30641,141.09,603.41,437.11,46.58,0,0,6
18190016219,0,14958.62069,13408,980.24,0.82,3,3,88,1275,0,1,2,1,70.82,5,5,0,1,3,-9,2,4,1,2,65.43,7,7,6,1,1,2,0,3,4,3,9,0,1,0,4732,8676,92.9,637.9,199.61,49.83,1,0,2
18190016272,0,21450,34080,1163.39,1.07,5,1,1,1354,0,1,4,2,67.28,2,5,1,1,1,5,2,2,3,2,67.28,3,1,3,3,1,2,0,1,3,3,5,0,0,0,8340,35227,122.21,474.02,520.49,46.67,0,0,7
18190016387,0,11510.20408,20040,762.98,1.07,2,3,3,561,0,1,2,1,84.3,6,6,1,1,1,5,2,3,1,1,78.55,4,1,2,3,2,2,0,3,2,2,9,0,1,0,8760,11666,139.07,187.33,388.88,47.7,0,0,4
18190016410,0,38323.45679,76484,1914.04,1.21,9,2,2,593,0,0,4,2,64.29,3,4,1,1,1,5,1,2,3,2,64.29,3,3,3,4,1,2,0,1,3,5,4,0,0,0,14400,78063,170.43,872.42,813.61,57.58,0,0,10
18190016429,0,10642.06897,13328,656.44,0.82,2,2,88,415,0,1,2,1,78.73,5,8,0,1,3,-9,1,4,1,1,78.73,7,6,5,1,1,1,0,3,2,1,2,0,1,0,4175.6,9480,70.06,189.27,342.68,54.43,0,0,2
18190016450,0,24936,24936,905.06,1,6,1,88,1052,0,1,3,1,77.92,5,8,0,2,2,-9,2,1,1,1,77.92,2,6,5,2,1,1,0,3,3,1,9,0,0,0,0,26040,141.68,165.79,522.97,74.62,0,0,5
18190016451,0,16058.33333,24670,1302.02,1.07,3,3,3,772,0,0,4,2,67.2,1,7,1,1,1,3,1,2,3,2,67.2,4,2,3,3,2,2,0,1,1,3,2,1,0,0,5400,25553,151.52,507.41,595.88,47.21,0,0,5
18190016453,0,9806.045709,13349,726.27,0.82,2,1,1,1104,0,1,2,1,71.55,5,6,1,1,1,5,2,2,2,2,64.58,7,6,5,1,1,1,0,3,1,1,10,1,1,0,7661.493489,6749,89.24,389.56,209.77,37.7,1,0,2
18190016456,0,19594.82759,23173,812.83,0.82,5,3,3,855,0,1,3,1,69.17,3,4,1,1,1,5,1,4,3,1,69.17,6,5,2,1,1,1,1,3,2,3,2,0,1,0,5148,19140,36.48,333.47,407.54,35.34,0,0,4
18190016470,0,25622.41379,26381,869.59,0.82,6,1,1,12988,0,0,3,1,69.22,5,3,1,1,1,5,4,1,1,1,69.22,6,5,2,1,1,2,0,1,3,2,8,0,0,0,11520,27249,90.21,378.4,364.35,36.63,0,0,5
18190016539,0,22003.7037,42546,1215.25,1.21,5,3,1,1046,0,0,3,1,70.83,5,6,1,1,1,5,2,2,1,1,70.83,3,3,3,4,1,2,0,1,3,3,5,0,0,0,6900,43640,147.4,440.62,576.67,50.56,0,0,8
18190016615,0,15853,20653,1490.32,1,3,1,1,2062,0,0,4,2,62.67,3,4,1,1,1,5,2,1,3,2,62.67,4,3,4,2,1,1,0,1,3,4,2,0,0,0,4800,21773,62.64,653.27,726.41,48,0,0,4
18190016684,0,8816,8816,1056.88,1,1,1,1,4278,0,1,2,1,72.81,3,5,1,1,1,5,1,1,3,1,68.83,2,6,5,2,2,2,1,3,1,5,9,1,1,0,0,10675,122.22,482.88,408.96,42.82,0,1,1
18190016696,0,28884,31864,1055.47,1,7,3,3,1338,0,1,3,1,72.05,1,5,1,1,1,5,1,1,2,1,72.05,5,5,4,2,1,1,0,3,3,3,1,1,1,0,0,31864,92.58,466.99,454.23,41.67,0,0,6
18190016837,0,17951.42857,30232,1244.25,1.21,4,1,1,592,0,1,3,1,70.96,1,4,1,1,1,5,4,2,3,1,70.96,3,1,3,4,2,2,0,1,3,3,5,0,0,0,5100,31514,158.02,440.74,592.96,52.53,0,0,6
18190016846,0,20558.4507,38793,1298.7,1.07,5,1,1,2664,0,0,4,2,60.73,2,3,1,1,1,3,2,1,2,2,60.73,4,4,3,3,1,2,0,1,3,3,9,0,0,0,9600,39807,170.94,524.74,554.04,48.98,0,0,8
18190016875,1,10822.5,18279,1400.63,1.07,2,3,3,2918,115.4180894,1,1,2,64.22,2,3,1,1,1,5,4,2,2,2,64.22,3,2,2,3,1,1,0,1,1,4,4,1,0,107.8673732,5292,16897,130.64,636.68,586.45,46.86,0,0,3
18190016887,0,100000,100000,1767.39,1,10,1,1,1140,0,0,4,3,48.39,3,2,1,1,1,5,4,1,3,3,48.39,2,6,5,2,1,2,0,1,3,3,9,0,0,0,9600,100000,113.02,1117.74,493.81,42.82,0,0,10
18190016929,0,23444,32160,1293.15,1,6,3,88,410,0,1,4,2,58.22,5,7,0,2,2,-9,1,4,1,2,58.22,2,6,6,2,1,1,0,3,4,2,2,0,0,0,4732,27428,184.39,555.81,499.03,53.92,0,0,6
18190016975,0,20976,20976,1692.8,1,5,1,88,3580,0,1,4,2,66.24,4,6,0,1,3,3,5,1,3,2,66.24,2,7,6,2,1,1,1,3,3,5,10,0,0,0,0,23988,86.8,780.76,763.32,61.92,0,0,4
18190017022,0,8640,19024,1134.16,1.32,1,3,3,989,0,1,2,1,76.57,5,5,1,1,1,5,1,3,1,1,76.57,3,1,2,5,2,1,0,2,2,3,7,0,0,0,5200,20086,182.76,204.97,688.26,58.17,0,0,3
18190026109,0,67439.65517,40735,732.14,0.82,10,1,1,1550,0,0,3,1,75.82,3,9,1,1,1,5,1,1,3,1,75.82,6,5,3,1,1,2,0,1,3,2,7,0,0,0,1620,41891,83.19,256.53,356.8,35.62,0,0,8
18190026134,0,8088.77551,22927,912.42,1.07,1,2,2,1353,0,1,2,1,75.32,5,4,1,1,1,5,4,2,3,2,68.43,4,1,2,3,1,2,0,2,3,1,8,1,1,0,15000,11666,140.03,361.57,357.65,53.17,0,0,4
18190026150,0,85802,85802,2153.99,1,10,1,1,1688,0,0,4,3,50.76,3,3,1,1,1,5,4,1,2,3,50.76,2,6,5,2,1,2,1,3,3,5,9,0,0,0,0,88288,121.08,1294.05,696.04,42.82,0,0,10
18190026172,0,29829,35829,945.71,1,7,1,1,1534,0,0,3,1,72.49,2,9,1,1,1,5,1,1,3,1,72.49,1,4,1,2,1,2,0,1,3,2,4,0,0,0,6000,37423,114.04,307.69,483,40.98,0,0,7
18190026217,0,13879.31034,20050,1298.03,0.82,3,1,88,2529,0,0,2,1,69.56,5,9,0,3,2,-9,1,2,1,1,69.56,6,4,1,1,2,2,0,3,3,3,2,0,0,0,12000,20050,167.48,625.15,444.58,60.82,0,0,4
18190026235,0,21510.34483,20876,803.8,0.82,5,1,1,1494,0,0,3,1,70.63,5,6,1,1,1,5,2,2,1,1,70.63,6,5,4,1,1,2,0,1,3,2,5,0,0,0,8400,21727,78.56,369.99,320.32,34.93,0,0,4
18190026240,0,22555,27293,1081.46,1,5,1,1,553,0,1,4,2,67.87,5,6,1,1,3,-9,2,3,1,2,61.58,2,6,6,2,1,1,0,3,4,2,6,0,1,0,4004,23289,256.89,444.38,321.95,58.24,0,0,5
18190026247,0,24916,31516,975.08,1,6,1,1,4702,0,0,3,1,75.71,3,9,1,1,1,5,1,2,2,1,75.71,1,4,2,2,1,2,0,1,3,3,5,0,0,0,6600,32764,54.91,321.53,557.84,40.8,0,0,6
18190026319,0,9352.857143,22214,1210.84,1.21,2,1,1,3312,0,1,2,1,71.16,3,6,1,1,1,5,1,1,3,1,71.16,3,1,3,4,1,2,0,1,3,3,7,1,0,0,9120,23734,166.99,395.79,594.5,53.56,0,0,4
18190026365,1,9774.137931,5669,983.15,0.82,2,1,1,4482,61.79372713,1,1,2,64.3,1,4,1,1,1,5,1,1,3,2,64.3,7,6,5,1,1,1,1,3,1,3,2,1,1,75.35820382,0,6749,87.85,486.39,372.94,35.97,1,1,1
18190026395,0,36538,36538,941.49,1,8,1,88,1837,0,0,3,1,73.2,5,6,0,1,3,-9,2,1,1,1,73.2,5,5,3,2,1,2,0,1,3,2,7,0,0,0,0,37854,130.83,358.98,393.54,58.14,0,0,7
18190026457,1,7822.413793,12467,863.63,0.82,1,3,88,526,37.17757055,1,1,2,63.85,5,9,0,2,2,-9,2,4,3,2,63.85,7,6,5,1,1,1,0,3,2,1,2,0,1,45.33850067,4940,7800,103.34,402.43,311.65,46.21,1,0,1
18190026497,0,22362.06897,13933,1996.31,0.82,5,2,88,4032,0,1,4,3,46.25,4,2,0,1,3,1,4,1,3,3,43.56,7,6,5,1,1,2,1,3,3,5,5,0,1,0,0,13933,163.14,1389.31,391.59,52.27,1,1,2
18190026583,0,15625.35211,32724,1278.85,1.07,3,1,1,3166,0,0,4,2,64.25,3,4,1,1,1,5,1,1,3,2,64.25,3,3,3,3,1,1,0,1,3,3,10,0,0,0,10536,34181,137.92,483.66,606.91,50.36,0,0,6
18190026608,0,88692,88692,1100.39,1,10,1,1,1261,0,0,3,1,77.59,2,9,1,1,1,4,1,1,3,1,77.59,5,4,5,2,1,2,1,1,3,5,8,0,0,0,0,90776,116.61,335.72,605.28,42.78,0,0,10
18190026610,0,18082.5,21699,1134.11,1.07,4,3,3,1057,0,1,3,1,70.02,1,6,1,1,1,4,2,1,2,2,65.09,5,3,5,3,1,1,0,3,3,3,7,1,1,0,0,23203,122.28,545.93,419.42,46.48,0,0,4
18190026650,0,18010.34483,10446,920.48,0.82,4,1,1,4592,0,1,4,2,67.57,3,5,1,1,1,5,1,1,3,2,67.57,7,7,6,1,1,1,0,3,1,2,4,1,1,0,0,11367,81.85,448.91,354.63,35.09,0,0,1
18190026671,0,22789.65517,13218,856.23,0.82,5,1,1,1946,0,1,4,2,64.59,1,6,1,1,1,5,2,1,3,2,64.59,7,6,5,1,1,2,0,3,3,1,7,0,1,0,0,14781,85.19,430.83,304.59,35.62,0,0,2
18190026693,0,12891.37931,18157,662.39,0.82,3,3,3,6227,0,1,2,1,78.73,5,9,1,1,1,5,2,4,1,1,78.73,6,5,4,1,1,1,1,3,4,2,8,0,1,0,10680,10525,83.19,192.08,353.61,33.51,0,0,3
18190026701,0,44288,52088,1150.77,1,9,1,1,1725,0,0,3,1,72.18,4,9,1,1,1,4,1,1,3,1,72.18,1,5,5,2,1,1,1,3,3,5,2,0,0,0,7800,54142,142.66,398.92,567.18,42.01,0,0,9
18190026708,0,42300,42300,1019.38,1,9,1,1,3014,0,1,3,1,74.85,4,6,1,1,1,5,1,1,3,1,74.85,2,6,5,2,1,1,1,3,3,5,7,0,0,0,0,43974,52.25,550.47,375.06,41.6,0,0,8
18190026765,0,53813,53813,1479.05,1,10,1,1,1528,0,1,4,2,66.89,4,8,1,1,1,4,2,1,2,2,66.89,2,6,5,2,1,2,1,3,3,5,1,0,0,0,0,56974,137.88,670.41,629.49,41.27,0,0,9
18190026834,0,34140.83333,49489,1279.3,1.07,8,1,1,686,0,1,4,2,63.07,1,5,1,1,1,1,1,1,3,2,63.07,3,1,3,3,2,2,0,1,3,3,9,0,0,0,8520,51342,199.89,495.36,535.07,48.98,0,0,9
18190026855,0,22524.28571,45934,1880.09,1.21,5,1,1,2439,0,0,4,2,58.32,3,4,1,1,1,4,4,1,2,2,58.32,3,2,3,4,2,2,0,1,3,5,6,0,0,0,14400,47447,217.76,773.07,835.75,53.51,0,0,8
18190026861,0,19362.06897,13845,1020.61,0.82,4,1,1,3650,0,0,4,2,63.68,2,3,1,1,1,5,2,1,2,2,63.68,6,5,4,1,1,2,0,1,3,2,2,0,0,0,2615,15050,52.28,526.23,406.13,35.97,0,0,2
18190026878,1,4307.692308,10880,1296.8,1,1,3,3,887,86.25680587,1,1,2,65.3,3,5,1,1,1,4,1,3,2,2,65.3,4,1,2,2,1,1,0,3,2,3,4,0,1,86.25680587,4160,6720,105.79,581.86,568.18,40.97,1,1,1
18190026909,0,20028.20513,28376,941.93,1.07,5,2,3,568,0,1,3,1,78.5,5,6,1,1,1,5,1,4,1,1,78.5,3,2,4,3,1,1,0,1,4,2,6,0,0,0,4342.153846,29526,118.98,214.03,558.71,50.21,0,0,6
18190026916,0,16394,30824,898.81,1,4,1,2,1542,0,0,3,1,74.51,6,6,1,1,1,5,4,2,1,1,74.51,1,5,2,2,2,2,0,1,3,2,7,1,0,0,11700,32366,131.23,320.22,404.46,42.9,0,0,6
18190026925,0,17279.31034,14234,987.13,0.82,4,2,2,587,0,1,3,1,69.05,2,6,1,1,1,5,4,4,3,1,69.05,7,7,6,1,1,1,0,3,2,2,2,0,1,0,4212,10022,46.07,468.32,433.75,38.99,0,0,2
